15,73,93,19,45,67,80,22,20,32,51,44,94,31,77,22,37,55,74,63,83,29,10,37,44,23,88,96,57,25,0,12,67,31,92,67,37,92,59,75,91,15,26,43,90,85,46,27,41,16,93,64,54,40,44,65,84,98,35,4,42,73,7,89,36,91,0,16,14,17,12,34,44,20,58,90,14,8,30,82,14,68,77,78,3,12,65,7,47,62,59,13,36,22,75,38,70,45,9,20,55,43,79,68,99,24,18,97,12,62,2,60,46,46,18,52,55,98,93,14,40,54,68,66,8,4,63,28,89,76,96,82,94,66,60,32,74,72,44,69,5,70,76,69,35,12,25,27,73,74,61,82,40,93,22,8,64,90,18,11,62,27,4,79,39,47,80,95,90,11,39,80,31,68,68,92,17,17,86,27,79,60,42,8,82,82,12,4,23,55,22,1,94,63,59,48,96,51,69,82,B
2,46,74,55,24,89,1,29,55,8,86,42,33,10,42,79,95,90,62,51,21,42,23,95,98,55,36,19,65,57,54,63,6,83,88,85,36,67,49,81,91,19,78,84,41,90,84,58,14,52,68,31,13,26,92,2,22,85,3,73,66,90,68,81,66,30,81,11,66,51,42,71,30,57,56,68,81,17,55,5,72,17,97,79,43,98,55,11,86,72,49,58,64,41,77,96,47,43,15,97,43,39,96,74,69,37,1,49,51,13,80,33,11,47,44,85,68,4,59,73,34,16,90,21,32,90,77,25,66,54,79,98,49,67,70,36,37,4,65,49,56,41,23,19,44,44,36,52,60,41,41,8,17,68,54,99,91,16,94,82,86,59,12,93,57,15,0,25,45,90,42,99,2,86,56,61,20,1,49,0,38,1,16,66,43,74,31,52,18,36,95,84,91,79,27,56,80,89,68,55,A
26,12,2,96,47,5,29,5,82,43,60,20,96,50,41,37,67,95,29,96,70,55,58,86,63,13,34,31,78,14,70,10,51,85,74,1,97,45,97,40,54,18,99,67,54,19,45,64,63,46,97,20,58,73,98,62,82,25,37,37,5,24,86,45,52,5,0,28,19,76,81,5,2,65,41,98,62,9,13,98,0,73,97,74,9,93,23,96,3,26,34,23,35,40,65,8,65,5,16,18,51,22,79,35,43,88,57,8,73,23,28,79,24,51,5,89,71,52,12,92,53,74,16,50,84,51,27,23,95,7,61,15,16,67,60,85,85,57,10,64,77,46,86,70,65,31,57,24,21,77,94,73,44,67,22,80,2,14,65,88,14,99,82,41,44,15,35,64,62,14,29,85,2,97,91,87,98,7,23,48,83,27,69,42,85,98,97,64,29,65,93,58,9,40,62,12,47,46,30,67,C
22,36,35,39,47,54,93,32,3,88,8,78,63,19,97,22,90,81,17,82,26,97,39,46,49,1,71,1,60,82,73,68,73,74,74,78,4,88,43,7,52,16,20,27,33,13,26,44,70,69,38,2,32,59,77,97,77,88,42,70,32,97,59,44,7,71,44,50,60,62,67,82,81,68,49,23,95,24,0,92,88,62,78,21,8,1,0,9,19,85,8,91,77,40,97,37,95,75,39,16,63,91,81,21,23,16,84,90,26,97,56,96,58,7,45,55,90,11,23,52,8,59,66,61,45,47,65,59,49,65,3,36,50,47,74,32,84,16,57,26,59,88,47,80,40,44,7,47,31,29,23,9,52,14,46,5,5,61,31,32,56,90,29,71,87,86,15,40,91,17,32,77,51,69,32,46,83,82,34,71,67,98,1,4,43,85,35,42,21,34,90,13,53,26,86,28,88,13,48,2,C
60,75,93,10,43,61,2,64,43,52,76,87,95,51,20,99,61,5,25,65,9,16,7,41,25,42,86,10,73,27,3,34,48,17,83,0,28,82,21,73,56,29,36,91,69,83,9,89,90,54,85,57,21,40,15,80,73,56,82,65,76,94,44,9,40,77,31,35,25,51,25,33,3,4,71,16,60,18,75,97,4,21,38,86,80,44,37,10,25,53,71,0,4,60,80,39,55,76,56,97,40,74,51,23,90,66,95,23,84,88,54,43,7,38,91,69,90,45,16,46,18,85,32,64,2,36,25,16,42,49,80,12,53,43,15,48,31,28,78,12,54,33,62,70,63,20,26,42,30,11,23,29,51,93,59,82,20,74,37,89,93,60,64,70,39,73,93,40,14,16,12,22,82,31,88,87,87,87,31,86,62,14,73,53,10,97,89,53,84,78,67,90,67,74,9,80,39,74,34,9,G
55,8,69,10,77,21,93,85,32,84,13,23,19,49,35,34,88,66,78,63,34,17,17,37,9,9,72,64,97,90,41,48,27,33,73,14,52,92,88,9,84,27,89,26,46,85,78,47,82,93,89,62,90,22,17,54,10,15,91,70,62,31,98,26,98,70,64,87,93,59,63,90,17,81,60,69,76,64,70,21,91,96,81,87,80,9,78,94,15,21,38,88,37,23,21,68,63,92,92,75,37,23,84,18,25,85,98,90,75,6,49,59,65,5,42,33,76,48,17,10,42,58,69,84,45,76,55,41,49,74,45,59,34,39,81,23,97,92,23,62,59,77,49,63,50,48,83,73,16,25,91,39,65,30,82,91,27,22,2,4,39,83,10,14,94,41,22,85,41,47,8,28,96,14,12,84,77,65,39,34,0,77,24,91,25,96,70,85,14,12,63,88,46,79,7,41,7,26,17,74,F
49,23,90,78,82,97,21,44,50,15,6,36,38,28,40,44,5,87,84,33,11,7,80,97,31,64,72,3,85,47,73,1,83,31,40,12,69,92,32,35,74,68,66,40,5,63,95,36,29,20,28,75,63,32,76,46,90,74,42,84,73,90,33,82,71,52,41,73,16,51,36,27,23,42,6,18,17,89,26,42,81,54,1,18,80,76,64,74,14,61,8,56,80,4,63,60,99,5,3,44,42,21,99,4,61,49,22,59,89,75,43,97,60,67,48,51,62,7,47,57,19,89,11,6,3,33,96,8,5,93,79,8,48,70,86,18,83,84,45,61,16,67,21,52,48,95,42,76,41,80,61,13,6,21,68,29,3,22,28,8,37,71,80,38,85,78,20,67,26,1,24,85,81,98,61,22,48,19,44,85,38,32,0,5,10,40,28,81,28,73,81,92,75,25,71,51,22,24,12,75,E
84,0,42,94,82,96,41,75,99,61,61,11,63,74,24,18,69,0,56,31,81,86,28,36,35,85,29,10,54,3,68,92,16,93,12,12,35,41,60,86,0,43,61,58,52,49,16,50,90,49,53,22,88,99,59,94,30,42,61,16,70,25,9,36,43,54,58,1,66,30,18,14,70,51,29,42,68,15,71,59,97,35,88,37,42,89,36,55,45,15,14,90,57,22,55,7,14,13,27,41,36,41,26,59,45,74,86,14,42,91,45,97,97,74,32,88,18,80,88,28,49,77,50,15,49,4,8,0,67,53,43,97,50,37,20,55,88,73,90,86,6,80,57,80,69,50,80,19,85,79,51,78,76,82,99,22,32,91,79,49,3,26,72,12,34,90,55,2,63,25,50,41,37,83,26,80,82,1,82,46,9,61,20,73,89,87,18,92,85,41,70,31,56,68,81,81,97,15,29,89,I
3,54,0,73,93,88,55,54,68,52,3,30,2,78,0,16,30,90,70,25,76,45,8,94,66,99,31,7,17,57,96,97,12,89,80,36,86,63,54,45,64,85,35,23,87,30,23,18,12,40,85,18,66,64,76,96,21,70,5,29,0,3,72,21,37,76,3,2,79,40,52,18,72,84,37,57,59,7,85,85,50,78,44,24,96,42,66,75,13,51,88,24,27,31,17,53,80,74,59,1,19,74,22,52,40,98,35,83,28,40,13,41,97,79,63,82,38,39,50,66,39,94,10,31,49,50,44,87,77,76,39,40,1,96,28,92,8,31,86,17,10,62,36,72,27,57,91,72,51,90,52,79,51,66,26,48,0,15,59,94,8,82,58,63,37,99,35,1,92,41,17,24,27,75,13,77,52,94,9,22,61,30,81,82,16,8,76,19,30,46,78,19,95,98,36,34,49,27,41,51,A
84,64,85,8,96,69,33,23,49,94,36,40,23,92,72,50,80,56,68,62,23,58,14,43,71,29,31,96,0,69,14,2,45,82,44,25,80,8,24,35,83,62,36,9,82,89,40,77,75,65,20,80,50,12,25,35,58,19,29,13,42,14,89,38,27,84,76,46,17,53,45,13,56,30,90,66,57,91,11,59,55,57,80,70,60,43,7,89,21,15,26,88,62,91,17,7,40,93,84,4,75,77,44,81,96,76,70,27,22,0,55,8,36,6,97,21,76,6,40,55,19,65,62,86,71,38,6,35,3,20,21,18,66,99,31,78,59,1,27,65,47,61,81,61,89,66,69,97,33,76,42,90,21,69,91,27,97,86,21,13,52,61,33,83,37,32,14,53,74,28,54,28,60,7,96,13,68,40,7,19,81,33,45,46,37,34,67,54,3,50,14,12,80,45,63,40,11,79,85,28,I
51,61,28,33,6,29,49,49,24,60,54,31,10,63,72,33,36,29,63,51,72,6,52,49,83,50,6,82,49,53,47,89,69,33,97,71,8,95,14,2,63,0,29,15,5,46,80,86,22,37,88,0,32,7,7,97,59,88,9,27,9,33,45,33,97,68,95,81,4,67,53,91,60,28,1,19,59,55,94,61,67,97,65,16,93,76,35,51,67,24,39,30,68,93,64,57,68,30,31,6,51,27,70,54,79,72,81,34,39,85,35,7,97,15,7,51,45,76,73,47,84,9,11,45,61,31,45,99,87,73,9,46,70,92,24,65,36,30,45,37,94,84,27,42,78,91,12,42,51,94,33,97,42,85,56,43,57,49,93,11,71,5,14,18,22,25,63,37,63,32,6,79,27,73,32,77,65,2,53,57,84,25,12,20,57,49,21,35,71,55,25,57,33,53,97,0,4,26,38,28,F
83,11,98,73,25,59,43,89,30,61,18,33,65,83,14,83,6,21,39,69,11,88,74,35,31,10,83,79,91,3,73,8,35,7,27,10,61,21,28,96,93,86,46,62,1,70,12,49,40,20,41,98,4,76,80,95,53,64,95,51,61,21,25,78,48,43,89,61,69,33,30,43,46,64,90,44,20,62,64,17,56,91,50,71,98,26,98,59,69,77,24,77,32,52,71,50,97,73,49,62,37,98,51,53,67,0,35,33,82,15,35,11,40,39,30,66,79,80,24,55,53,48,42,35,54,45,75,19,21,21,97,83,86,35,69,75,63,5,79,33,54,38,13,54,5,57,22,64,73,85,56,24,39,48,33,40,55,78,15,55,53,35,16,60,19,48,2,97,10,6,9,13,43,99,27,76,9,41,26,34,43,41,54,57,71,10,42,44,62,11,27,45,98,73,24,73,21,83,13,66,I
45,88,35,6,94,22,77,96,4,48,93,71,91,41,10,12,73,23,44,80,86,12,56,51,29,69,43,33,59,21,47,44,95,24,42,68,80,81,33,6,69,46,51,99,45,51,32,2,68,0,52,30,26,72,72,31,23,33,24,4,71,28,77,33,82,69,53,40,68,88,19,49,68,71,41,60,15,21,5,12,89,57,75,90,27,52,96,29,37,13,36,93,92,22,42,93,28,89,49,63,13,88,53,67,55,80,27,49,49,56,87,31,85,29,95,46,85,65,35,41,73,19,58,27,3,55,62,64,20,61,71,75,31,26,6,35,92,6,49,45,26,18,3,23,67,31,40,50,9,82,16,11,36,96,19,40,16,64,12,85,79,5,54,20,11,46,64,48,44,43,82,81,66,18,8,7,67,43,98,48,74,50,65,14,46,79,59,69,36,0,63,57,69,72,34,40,53,23,53,33,E
38,12,41,18,99,89,35,6,98,44,5,15,34,35,7,0,61,14,1,65,5,20,30,78,98,20,72,46,54,58,92,60,99,26,8,80,90,64,26,81,96,42,40,60,62,72,50,96,31,99,95,70,90,82,26,75,87,35,95,76,85,75,87,61,66,42,97,9,19,26,67,53,58,1,9,25,67,68,0,43,65,66,84,59,98,51,52,4,36,88,87,53,47,52,17,44,26,7,49,69,97,17,32,40,37,17,26,77,31,96,53,46,41,58,37,55,4,60,26,94,20,34,5,68,81,29,49,12,94,46,7,99,69,43,63,87,0,85,88,98,19,30,59,12,6,96,17,35,56,83,6,30,4,81,85,81,49,85,72,18,41,43,93,26,53,15,99,37,43,73,69,93,9,39,35,76,66,5,49,49,30,36,95,15,55,26,9,94,54,52,48,6,2,96,91,88,71,68,71,48,D
34,12,56,60,83,22,62,92,87,82,6,64,82,75,54,87,92,86,20,41,57,37,65,11,78,20,90,66,78,35,77,16,46,42,68,41,14,74,59,78,58,60,30,26,82,7,42,51,91,10,92,58,69,37,32,42,78,4,19,93,41,82,16,79,78,29,20,0,77,72,74,23,87,51,99,16,96,93,23,24,89,87,60,70,21,27,85,50,83,40,73,45,66,31,22,12,61,0,60,26,61,88,9,87,4,38,27,79,24,0,37,66,60,42,37,22,18,51,34,20,10,52,60,59,52,32,49,6,17,42,93,61,27,55,75,83,44,40,80,53,46,53,40,2,13,43,78,15,41,57,49,38,38,94,82,64,80,49,90,69,59,11,46,27,32,74,12,61,52,7,15,57,6,62,98,26,33,52,3,19,70,34,78,4,93,75,50,65,42,0,17,78,13,65,20,96,54,26,19,53,D
39,63,30,78,18,9,39,7,5,17,65,20,29,94,77,78,72,45,80,26,56,12,76,27,26,78,68,42,54,76,83,96,2,13,46,63,44,19,93,55,56,93,98,0,49,79,7,26,47,21,86,88,38,79,3,32,38,0,43,37,22,90,29,6,97,59,54,84,83,51,24,77,87,53,72,19,79,2,72,58,73,56,96,10,26,22,34,56,52,82,88,90,63,71,71,95,93,69,7,19,41,77,52,66,69,63,82,91,37,41,53,86,55,35,60,89,13,3,37,67,56,49,56,5,15,48,3,64,36,57,60,50,84,85,28,32,91,5,13,84,87,42,17,17,38,21,59,38,86,53,59,73,9,68,19,16,35,72,17,54,60,78,29,37,51,1,27,20,79,57,62,79,92,41,64,47,1,84,34,64,14,71,86,29,95,7,81,36,85,72,12,47,34,32,99,49,82,37,5,29,D
48,87,27,6,11,24,53,29,41,83,41,91,5,54,89,90,24,78,44,4,93,35,14,89,90,61,41,33,62,32,68,81,49,94,10,67,66,81,33,1,39,34,84,56,49,92,49,80,52,1,75,45,16,84,2,57,68,63,98,15,62,98,80,15,68,57,90,88,12,66,26,31,40,44,17,63,34,43,5,62,40,96,63,56,96,83,29,15,25,30,27,89,12,93,69,78,4,19,42,71,18,98,3,23,16,38,2,37,64,20,63,63,33,87,49,93,58,73,53,43,46,89,9,55,40,9,33,33,90,74,57,10,82,79,30,18,79,97,78,73,30,41,68,39,6,46,6,41,0,59,75,95,58,42,80,20,11,55,44,22,8,20,91,73,82,8,90,27,37,2,14,3,47,67,38,6,18,86,12,61,99,88,36,53,45,11,23,14,37,68,36,65,75,45,76,38,0,65,92,59,E
1,1,41,73,35,23,72,39,82,37,5,68,42,98,3,96,50,75,91,34,71,4,15,50,62,40,0,99,51,81,33,94,32,64,5,21,31,4,76,28,53,84,52,52,5,82,86,40,79,62,0,39,98,48,70,19,47,22,38,94,2,64,53,97,51,34,82,36,48,6,23,84,65,23,31,84,21,3,81,81,22,73,40,41,50,96,29,63,0,10,2,97,73,86,44,16,17,46,4,85,58,56,2,34,58,59,59,8,65,66,42,6,9,67,23,42,59,11,44,25,79,89,87,85,57,95,78,85,83,53,9,24,22,73,62,18,79,93,52,97,91,63,7,48,77,0,77,87,33,61,87,68,23,32,69,67,25,71,10,38,38,29,92,36,21,18,2,93,56,27,26,2,94,80,25,15,52,1,10,32,33,24,99,53,48,66,40,14,28,28,27,38,55,53,16,81,1,28,0,84,A
81,14,19,90,17,25,89,85,72,3,69,37,85,69,57,12,86,89,30,78,89,94,0,48,27,56,49,3,3,49,66,43,28,97,42,99,82,78,14,98,0,69,50,43,74,25,55,59,72,91,2,93,56,74,28,78,19,89,53,36,92,42,18,15,87,40,16,49,12,56,51,5,31,19,55,78,92,43,16,21,21,88,54,73,77,63,73,3,59,74,72,18,61,7,76,41,14,79,26,50,78,17,25,41,34,54,51,46,78,3,48,19,47,3,7,84,0,27,71,68,70,13,95,85,13,84,72,50,90,11,82,28,51,70,39,81,24,37,50,52,54,46,61,41,83,85,23,92,19,78,88,18,53,33,90,11,50,46,96,52,25,19,10,31,15,50,65,30,59,50,29,33,11,7,36,30,34,5,71,55,99,26,68,88,94,47,82,49,62,30,41,2,98,88,87,9,12,38,83,78,I
88,24,88,57,55,57,7,75,61,26,92,60,41,29,19,61,88,72,41,13,22,99,89,79,18,91,49,69,28,92,61,87,24,96,20,63,93,97,15,90,97,91,19,12,92,99,52,71,52,40,80,31,48,73,20,57,77,82,54,10,36,12,9,35,16,52,7,39,55,36,59,16,61,38,13,54,67,25,18,47,19,41,12,50,78,64,22,11,32,29,49,76,67,45,55,43,76,1,71,18,70,18,21,98,31,26,0,77,6,22,52,64,78,58,20,13,20,32,70,19,7,17,75,16,46,32,92,7,79,86,54,63,33,49,90,47,22,35,86,61,50,1,93,61,67,11,78,86,37,94,60,30,77,50,84,11,51,33,13,73,57,5,36,0,29,14,61,16,53,30,70,97,15,67,17,87,29,58,15,24,78,30,23,56,33,67,61,95,63,70,42,44,41,20,21,48,57,25,68,96,I
74,7,51,91,44,65,61,92,3,54,14,57,91,43,30,89,14,35,7,21,48,1,21,71,14,57,65,38,46,85,28,40,9,8,51,95,79,43,47,82,92,6,64,74,69,16,64,88,89,65,0,86,69,79,75,27,72,59,72,19,39,40,79,60,79,94,19,76,98,23,72,46,92,63,68,7,58,51,69,29,23,7,40,94,66,96,69,86,20,5,93,31,94,97,56,51,94,80,38,93,23,62,30,92,31,69,28,12,9,47,25,41,1,89,1,75,93,41,80,72,53,86,20,20,44,50,91,35,36,29,35,28,78,20,23,20,90,77,7,26,67,40,89,71,29,24,14,62,67,1,90,22,31,42,7,0,17,94,28,59,8,95,97,18,62,46,57,48,11,79,40,23,83,80,45,3,71,32,3,23,65,92,58,64,81,29,69,0,94,47,61,38,50,17,61,46,82,64,67,1,H
88,39,96,31,10,18,22,73,86,0,14,48,87,44,38,21,9,17,39,45,69,20,30,41,86,28,0,25,13,86,39,92,8,85,30,64,82,95,29,6,33,14,23,52,43,41,6,14,30,48,33,14,88,88,49,86,60,94,87,48,57,68,36,64,59,34,8,80,56,45,37,76,30,98,6,69,12,60,79,9,88,74,61,92,61,4,40,33,80,87,54,96,36,48,46,45,84,13,91,43,84,48,52,5,13,92,1,32,85,14,46,17,95,63,21,62,57,9,57,51,20,87,35,95,39,30,19,34,41,84,72,59,65,84,81,64,86,11,9,80,73,22,11,66,20,74,61,77,46,17,58,57,74,18,51,80,58,49,33,34,52,9,39,96,41,81,30,1,70,2,90,84,8,24,27,79,69,74,62,18,48,58,98,46,90,82,41,85,15,12,13,88,82,6,37,8,90,41,83,9,I
14,50,41,97,5,62,38,78,57,69,48,39,49,98,43,71,34,36,75,1,25,85,80,79,51,71,54,90,72,43,8,55,95,45,83,51,69,73,77,79,92,10,34,7,43,40,15,78,26,74,99,35,39,0,40,98,82,3,95,36,8,46,50,84,35,93,40,99,20,23,37,69,27,21,82,82,48,74,91,92,23,59,5,55,7,46,92,72,63,39,66,98,31,99,2,13,59,29,65,23,44,95,31,48,69,78,77,23,9,20,28,17,40,70,87,71,41,14,14,29,91,88,68,55,8,78,63,69,29,23,90,4,35,38,54,18,30,27,14,17,66,90,83,11,90,27,48,35,10,90,60,58,82,82,32,63,94,94,85,90,18,17,66,5,66,13,98,80,80,8,27,39,92,96,91,72,33,76,7,3,78,1,88,2,47,24,4,11,12,89,71,99,20,72,10,87,77,53,47,36,B
52,79,96,7,49,59,29,54,16,44,56,0,97,92,62,86,33,15,61,26,40,18,9,37,30,8,84,85,90,28,72,3,95,20,24,99,50,64,22,45,62,88,7,54,28,60,37,54,98,83,97,35,25,10,14,80,62,66,34,84,28,39,72,5,91,35,87,56,80,80,18,24,18,58,90,97,34,98,62,36,15,30,79,27,21,60,55,17,60,39,64,82,39,89,96,39,92,74,89,44,90,77,49,61,66,14,51,75,69,81,4,98,40,68,19,79,56,98,7,71,31,54,6,92,50,17,71,58,62,15,82,73,95,77,94,40,28,66,7,98,76,38,48,28,35,78,47,38,40,15,55,36,68,63,32,60,35,65,95,64,58,42,54,39,73,14,87,68,66,5,15,0,6,47,12,26,35,16,88,17,21,46,53,38,5,93,76,45,79,47,70,38,93,49,73,27,67,21,39,74,F
